,Unnamed: 0,prefix,input_text,target_text
195,195,webNLG,Demonstrable experience | Experience_skills | success within a range of complex project environments and sectors, Demonstrable experience of success within a range of complex project environments and sectors
196,196,webNLG,Proven ability | knowledge_skills | build relationships with senior stakeholders && Proven ability | knowledge_skills | integrate well into a team, Proven ability to integrate well into a team and build relationships with senior stakeholders
197,197,webNLG,Proven experience | Experience_skills | a Business Analyst, Proven experience as a Business Analyst
198,198,webNLG,Strong experience | Experience_skills | Tableau, Strong experience with Tableau
199,199,webNLG,1 - 3 years of experience | Experience_skills | data analytics && 1 - 3 years of experience | Experience_skills | pricing && 1 - 3 years of experience | Experience_skills | data engineering,"1-3 years of experience in data analytics, pricing or data engineering"
200,200,webNLG,Experience | Experience_skills | SQL,Experience of SQL
201,201,webNLG,Experience | Experience_skills | Data Science && Experience | Experience_skills | Predictive Modelling techniques && Experience | Experience_skills | Statistics,"Experience of Predictive Modelling techniques, Data Science and Statistics"
202,202,webNLG,Excellent technical knowledge | knowledge_areas | analytical and statistical techniques,Excellent technical knowledge of analytical and statistical techniques
203,203,webNLG,Understanding | knowledge_areas | insurance products && Understanding | knowledge_areas | risk - based pricing of && Understanding | knowledge_areas | risk underwriting,Understanding of risk underwriting and risk-based pricing of insurance products
204,204,webNLG,"Ability | knowledge_skills | improve governance and readiness for product , operations , and data - driven business models through policy , standard , and guidance creation and revision && Ability | knowledge_skills | enhance the Global Privacy Program to"," Ability to enhance the Global Privacy Program to improve governance and readiness for product, operations, and data-driven business models through policy, standard, and guidance creation and revision"
205,205,webNLG,Foundational knowledge and awareness | knowledge_skills | GLBA && Foundational knowledge and awareness | knowledge_skills | COPPA && Foundational knowledge and awareness | knowledge_skills | HIPAA && Foundational knowledge and awareness | knowledge_skills | CCPA && Foundational knowledge and awareness | knowledge_skills | CPRA && Foundational knowledge and awareness | knowledge_skills | global privacy laws && Foundational knowledge and awareness | knowledge_skills | LGPD," Foundational knowledge and awareness of global privacy laws, regulations, and standards such as the GDPR, LGPD, CCPA, CPRA, CDPA, CPA, HIPAA, GLBA, COPPA"
206,206,webNLG,Proficiency | knowledge_skills | Excel && Proficiency | knowledge_skills | MS Office - PowerPoint && Proficiency | knowledge_skills | Word," Proficiency in MS Office - PowerPoint, Word, and Excel"
207,207,webNLG,Understanding | knowledge_skills | masking && Understanding | knowledge_areas | security for && Understanding | knowledge_skills | encryption && Understanding | knowledge_areas | privacy concepts and technologies && Understanding | knowledge_areas | masking && Understanding | knowledge_skills | data discovery && Understanding | knowledge_areas | tokenization && Understanding | knowledge_skills | tokenization && Understanding | knowledge_areas | data classification && Understanding | knowledge_skills | data access governance && Understanding | knowledge_areas | encryption && Understanding | knowledge_skills | data loss prevention && Understanding | knowledge_skills | information rights management && Understanding | knowledge_areas | data access governance && Understanding | knowledge_skills | data classification && Understanding | knowledge_areas | information rights management && Understanding | knowledge_areas | data loss prevention && Understanding | knowledge_areas | data discovery && Understanding | knowledge_skills | privacy concepts and technologies," Understanding of security for privacy concepts and technologies such as data access governance, data classification, data discovery, encryption, masking, tokenization, information rights management, and data loss prevention"
208,208,webNLG,Law degree | Experience_skills | client services && Law degree and / | degree_in | in - house experience && Law degree and / | degree_in | client services && Law degree | Experience_skills | in - house experience, Law degree and/or advanced degree with client services and/or in-house experience
